Feature Id	Aliases	start	end	score	strand	frame	log2_fold_change	p_value	q_value	NCUT	NCU	motif_ID	motif_ALT_ID	FASTA_score	PWM_score
3682_gene	3682	4178109	4178143	.	+	0	1.98105211901433	1.44005112680016E-29	8.75381667314875E-27	NCU09345T0	NCU09345				
3429_gene	3429	3097456	3097858	.	+	0	1.31745693409883	2.29811277609505E-06	5.26578656943819E-05	NCU01555T0	NCU01555				
2739_gene	2739	402036	402840	.	+	0	1.46779235766139	0.0003460216403747	0.0034988137295818	NCU03518T0	NCU03518				
3317_gene	3317	2709050	2709272	.	+	0	1.70095423580617	1.41136982265043E-05	0.0002390999302831	NCU01689T0	NCU01689				
2919_gene	2919	1044824	1046081	.	-	1	1.28518674884235	6.74499468365687E-12	6.39475000558808E-10	NCU03339T0	NCU03339	MA0362.1	RDS2	3648.0	2.19951
3667_gene	3667	4074439	4074707	.	-	2	1.99292835796047	1.75973403404186E-07	5.59541277162724E-06	NCU08440T0	NCU08440	MA0362.1	RDS2	4395.0	1.40708
3009_gene	3009	1604232	1605369	.	-	1	1.46644226272095	0.0013171545590624	0.0103400104093898	NCU05427T0	NCU05427	MA0362.1	RDS2	3737.0	1.18993
3683_gene	3683	4178109	4178143	.	+	0	1.96585796706166	1.38429332964355E-28	7.94738181585359E-26	NCU09345T2	NCU09345				
3722_gene	3722	4317404	4317667	.	+	0	22.2194469752286	1.68214617145254E-07	5.4153577993117E-06	NCU09760T1	NCU09760	MA0416.1	YAP3	4450.0	1.27124
3226_gene	3226	2401005	2401183	.	-	2	1.28079601398663	7.340577535135E-09	3.40168288108005E-07	NCU01792T0	NCU01792				
3078_gene	3078	1869131	1870729	.	+	0	2.40832623484359	1.40799085581536E-06	3.51453562898451E-05	NCU06815T0	NCU06815				
2886_gene	2886	940195	940254	.	+	0	1.14617584110563	3.61789129174743E-05	0.0005333479851252	NCU03370T1	NCU03370				
3253_gene	3253	2501309	2502986	.	-	1	1.49656517508867	3.93285424326635E-11	3.33132096310774E-09	NCU01768T0	NCU01768				
2690_gene	2690	208816	209706	.	+	0	2.80685117125748	1.11559550287019E-05	0.0001947392555179	NCU03566T1	NCU03566	MA0362.1	RDS2	3419.0	1.09286
3339_gene	3339	2761351	2761531	.	-	1	1.38449184215377	4.09232901637391E-05	0.0005931294257392	NCU01666T0	NCU01666	MA0362.1	RDS2	4067.0	1.07644
3329_gene	3329	2733705	2734677	.	-	1	21.4787144508611	1.55753024467689E-31	1.14967982489221E-28	NCU01678T1	NCU01678	MA0362.1	RDS2	4057.0	1.45119
2910_gene	2910	1023231	1024446	.	-	1	1.78829591659567	0.0015957786120506	0.01209888200802	NCU03347T0	NCU03347	MA0362.1	RDS2	3638.0	1.86966
2920_gene	2920	1044824	1046081	.	-	1	1.29024653972972	6.61982389812991E-12	6.33419075585875E-10	NCU03339T1	NCU03339	MA0362.1	RDS2	3648.0	2.19951
3674_gene	3674	4135594	4137006	.	-	0	1.38758033645226	2.26339084203089E-06	5.2093276083624E-05	NCU09336T0	NCU09336	MA0362.1	RDS2	4402.0	1.24663
3656_gene	3656	4034982	4035319	.	-	2	1.01502577872274	0.0018021438418877	0.0132839664429124	NCU08428T0	NCU08428				
2817_gene	2817	709507	709555	.	-	1	1.67065979917579	0.0002717721420494	0.0028541598739214	NCU03441T0	NCU03441				
3010_gene	3010	1608197	1608281	.	+	0	1.79844283824365	1.71721011307549E-10	1.1909831750686E-08	NCU05429T0	NCU05429				
3366_gene	3366	2859550	2860441	.	+	0	1.14405898956074	0.0007541040490501	0.0066228422656538	NCU01640T0	NCU01640				
3196_gene	3196	2331053	2332026	.	-	2	1.19893858599693	6.53745909216419E-08	2.34911422933374E-06	NCU01816T0	NCU01816	MA0362.1	RDS2	3924.0	1.13339
2908_gene	2908	1011385	1015315	.	-	1	1.35075175355759	1.19741171312945E-05	0.0002071614649847	NCU03350T0	NCU03350				
3632_gene	3632	3961642	3962897	.	-	2	1.61751496913479	3.47660829031493E-06	7.28747871645325E-05	NCU08408T0	NCU08408				
3551_gene	3551	3525395	3525788	.	+	0	1.61599420018308	0.0073018236637409	0.0406119729499997	NCU08476T0	NCU08476				
3387_gene	3387	2961848	2962020	.	-	2	1.51617727448832	9.39520036957756E-12	8.74684690263194E-10	NCU01611T0	NCU01611	MA0362.1	RDS2	4115.0	1.20578
2885_gene	2885	940171	940254	.	+	0	1.13804377154235	4.54612973128532E-05	0.0006476707969488	NCU03370T0	NCU03370				
3666_gene	3666	4067836	4071786	.	-	0	2.89017616952948	6.43831293832542E-05	0.0008674514459537	NCU08439T0	NCU08439				
4864_gene	4864	4164998	4165276	.	-	0	1.73053421228704	4.48159508770844E-08	1.69024830789704E-06	NCU08994T0	NCU08994	MA0362.1	RDS2	5592.0	1.77812
4842_gene	4842	4107339	4107911	.	-	0	1.81925050758436	3.46961845822654E-07	1.03927643905255E-05	NCU08976T0	NCU08976	MA0362.1	RDS2	5570.0	1.24399
4215_gene	4215	1991506	1992468	.	-	0	3.47818013232303	3.1182536560708E-13	3.6916928431677E-11	NCU06232T0	NCU06232	MA0362.1	RDS2	4943.0	1.82612
4298_gene	4298	2341892	2341988	.	-	1	1.88662971870209	1.02818991993329E-25	4.08665947407333E-23	NCU00028T0	NCU00028	MA0362.1	RDS2	5027.0	1.6241
3927_gene	3927	636809	637339	.	-	0	1.93954537124947	7.5103911055797E-08	2.67628902362278E-06	NCU05722T0	NCU05722				
4483_gene	4483	2932611	2932748	.	+	0	3.89694205101551	8.49700502514818E-27	4.18133571094673E-24	NCU00187T0	NCU00187	MA0418.1	YAP6	5211.0	16.3055
4015_gene	4015	1231530	1231765	.	-	2	4.32179069928651	2.16464790569162E-33	1.86412262145143E-30	NCU07884T0	NCU07884				
3909_gene	3909	584622	584678	.	+	0	4.64452882740203	0.0069412052157797	0.0390056178952545	NCU05707T0	NCU05707	MA0362.1	RDS2	4637.0	1.65234
4490_gene	4490	2952677	2954196	.	-	2	2.48962758470636	3.52188415304428E-07	1.04885160915157E-05	NCU00195T0	NCU00195	MA0362.1	RDS2	5218.0	1.63072
4078_gene	4078	1456125	1457122	.	-	2	1.31787675876108	0.002054677141408	0.0147425611524569	NCU06452T0	NCU06452	MA0362.1	RDS2	4806.0	2.12649
5076_gene	5076	4942498	4942773	.	+	0	7.4877990182698	3.4575945263545E-05	0.000513373302232	NCU08555T0	NCU08555				
4718_gene	4718	3713241	3714083	.	-	0	1.04449381241979	0.0088468072567238	0.0466919847757833	NCU16683T0	NCU16683				
4867_gene	4867	4170399	4170848	.	-	0	1.19707915924066	0.0023253072437352	0.0162692789822341	NCU08996T0	NCU08996	MA0362.1	RDS2	5595.0	2.97436
5115_gene	5115	5098420	5099550	.	-	0	1.1398255897001	0.004913060781977	0.0297605920990333	NCU08795T0	NCU08795	MA0362.1	RDS2	5843.0	1.1534
4189_gene	4189	1920600	1920612	.	+	0	1.7410603408384	1.38616882561029E-09	7.61950459779611E-08	NCU06211T1	NCU06211				
5120_gene	5120	5112007	5112324	.	+	0	1.07367324278111	0.0003214807643326	0.0032996523917958	NCU08791T0	NCU08791				
4947_gene	4947	4470663	4471101	.	+	0	2.45044364877921	2.02783400270671E-05	0.0003279442344909	NCU07533T0	NCU07533	MA0362.1	RDS2	5675.0	1.11367
4786_gene	4786	3923080	3923410	.	-	1	1.31432854916405	8.00641000503613E-06	0.0001459228236191	NCU00456T0	NCU00456	MA0416.1	YAP3	5514.0	3.42426
3902_gene	3902	552040	552562	.	-	1	7.22992715480665	3.42162299648937E-05	0.0005094964271717	NCU05698T0	NCU05698	MA0362.1	RDS2	4630.0	2.25126
4610_gene	4610	3360197	3361754	.	-	1	1.16530397458771	0.0005123037334301	0.0048570153956578	NCU00300T0	NCU00300	MA0362.1	RDS2	5338.0	1.59072
4385_gene	4385	2635338	2638121	.	-	0	1.47003934758989	4.90292820833665E-15	7.56221792611207E-13	NCU00104T0	NCU00104	MA0362.1	RDS2	5113.0	1.36569
4250_gene	4250	2106055	2106458	.	-	2	2.96821147139349	1.14031063084126E-34	1.17839700591135E-31	NCU06261T0	NCU06261	MA0362.1	RDS2	4978.0	1.17232
3982_gene	3982	1111042	1111148	.	-	2	3.74018640592321	4.02728655839621E-20	1.06712767421709E-17	NCU07853T0	NCU07853				
4464_gene	4464	2871449	2872166	.	+	0	2.07388320817528	1.42634155522391E-09	7.79884319136714E-08	NCU00168T0	NCU00168	MA0362.1	RDS2	5192.0	1.94703
4648_gene	4648	3484092	3485160	.	-	1	1.54031189874976	5.92872122757927E-07	1.66487514037511E-05	NCU00332T0	NCU00332	MA0362.1	RDS2	5376.0	1.10602
4135_gene	4135	1674323	1674542	.	+	0	1.53187927382686	3.07096792254698E-06	6.59779262195436E-05	NCU06506T0	NCU06506	MA0362.1	RDS2	4863.0	2.24379
5167_gene	5167	5266346	5266635	.	+	0	1.32892515853822	0.0025097784658076	0.017267676874605	NCU08752T0	NCU08752				
4481_gene	4481	2928317	2928703	.	-	0	7.49199681999544	0.0001328128050518	0.0015721506614036	NCU00185T0	NCU00185				
4913_gene	4913	4347561	4347730	.	-	2	2.21665894694576	2.17907454188975E-21	6.43387323311107E-19	NCU07563T0	NCU07563				
4146_gene	4146	1762075	1763485	.	+	0	19.2812346781401	5.692091230384E-06	0.0001087284117833	NCU06173T1	NCU06173	MA0362.1	RDS2	4874.0	1.41766
4151_gene	4151	1774275	1775118	.	+	0	1.39803699812467	0.0005216461415728	0.004923005686771	NCU06177T0	NCU06177				
4288_gene	4288	2306535	2306590	.	+	0	1.04485674119587	4.20766176840907E-06	8.44310227470667E-05	NCU00018T1	NCU00018	MA0362.1	RDS2	5016.0	1.33927
4251_gene	4251	2108040	2109620	.	+	0	1.51721842631023	0.0086818640244912	0.0461277032540321	NCU06262T0	NCU06262				
4895_gene	4895	4250580	4252670	.	+	0	1.11188789200232	7.8284062874651E-05	0.0010150407851275	NCU09017T0	NCU09017				
4202_gene	4202	1955541	1956842	.	-	0	1.13078520672573	0.0028954300238072	0.0194927517042501	NCU06223T0	NCU06223	MA0362.1	RDS2	4930.0	1.3812
4823_gene	4823	4033045	4034580	.	-	0	1.10022234615198	0.0078993910944302	0.0428966408669689	NCU11185T1	NCU11185	MA0362.1	RDS2	5551.0	1.74019
4666_gene	4666	3540679	3541797	.	-	0	1.14487355848569	0.0077253493941595	0.0421719090830873	NCU00350T0	NCU00350				
4735_gene	4735	3757891	3758888	.	-	2	2.39186417887327	3.16834764541808E-08	1.24716421528892E-06	NCU00409T1	NCU00409	MA0362.1	RDS2	5463.0	1.2874
4595_gene	4595	3314551	3315665	.	+	0	5.74838945398056	0.0011041761085494	0.0090416449332409	NCU00285T1	NCU00285				
4808_gene	4808	3982865	3983150	.	+	0	6.41486612575658	0.0038335837415001	0.0241971640095597	NCU00474T0	NCU00474	MA0362.1	RDS2	5536.0	2.18046
4972_gene	4972	4570996	4571298	.	+	0	1.5880811966768	0.0003113148133343	0.003220347628626	NCU16699T0	NCU16699				
4345_gene	4345	2502738	2503079	.	+	0	1.33159183231391	0.0085084288053765	0.0454398466536235	NCU00069T0	NCU00069	MA0362.1	RDS2	5073.0	1.94102
3895_gene	3895	525391	525819	.	+	0	1.6487922563656	1.89883292168597E-05	0.0003114688795667	NCU05693T0	NCU05693				
4843_gene	4843	4112287	4112657	.	+	0	1.24210575418673	1.51058128875964E-06	3.71674929477194E-05	NCU08977T0	NCU08977	MA0362.1	RDS2	5571.0	1.02742
4928_gene	4928	4405416	4405453	.	+	0	1.54792098046666	1.30333240067974E-09	7.31991142860025E-08	NCU07550T0	NCU07550				
4275_gene	4275	2247889	2248281	.	-	0	6.51863066996658	0.0017444519161781	0.01297852131158	NCU16648T0	NCU16648	MA0362.1	RDS2	5003.0	1.46088
4067_gene	4067	1422122	1423744	.	+	0	1.57291417641441	1.05139301651848E-11	9.70097806491248E-10	NCU06441T0	NCU06441				
4734_gene	4734	3757891	3758888	.	-	2	2.56172975804901	0.0012557153254572	0.0100127794546879	NCU00409T0	NCU00409	MA0362.1	RDS2	5463.0	1.2874
4287_gene	4287	2306535	2306590	.	+	0	1.01833391351414	1.84455825233784E-05	0.0003044994405696	NCU00018T0	NCU00018	MA0362.1	RDS2	5016.0	1.33927
4034_gene	4034	1318867	1319967	.	+	0	1.42376104155018	1.0520347900634E-05	0.0001852083052898	NCU06414T0	NCU06414	MA0362.1	RDS2	4762.0	1.53102
4672_gene	4672	3565205	3565503	.	+	0	1.83596417643387	0.0001088387401186	0.0013294793621586	NCU00356T0	NCU00356	MA0418.1	YAP6	5400.0	3.89319
4976_gene	4976	4600102	4600321	.	-	1	1.08812871829342	4.10746701182787E-05	0.0005944896932805	NCU08190T0	NCU08190	MA0362.1	RDS2	5704.0	2.19828
4349_gene	4349	2513598	2514275	.	-	0	1.32803033966468	1.00807028791904E-10	7.38822578394E-09	NCU00072T0	NCU00072				
4589_gene	4589	3290505	3294437	.	-	0	1.01259385869591	0.0014097044422084	0.0109041060672024	NCU00281T0	NCU00281	MA0362.1	RDS2	5317.0	1.1476
4142_gene	4142	1699009	1701087	.	-	0	1.47656073040661	3.26366038897774E-06	6.93964330446419E-05	NCU06512T0	NCU06512	MA0362.1	RDS2	4870.0	1.46008
4462_gene	4462	2866203	2866315	.	+	0	1.01066597237519	0.0002588733864069	0.0027325817927779	NCU00166T0	NCU00166				
5069_gene	5069	4907397	4907457	.	+	0	1.71290158528029	3.75514358694564E-22	1.21267668210926E-19	NCU08561T0	NCU08561				
4958_gene	4958	4506562	4506663	.	-	0	1.14875260032075	3.19284872728976E-07	9.70438198465069E-06	NCU11367T0	NCU11367	MA0362.1	RDS2	5686.0	1.13257
4844_gene	4844	4115522	4117888	.	-	0	1.40100810025333	0.0028995772578354	0.0195079631396298	NCU08978T0	NCU08978				
4188_gene	4188	1920600	1920612	.	+	0	1.46299261083461	4.57038870425422E-08	1.7174689770823E-06	NCU06211T0	NCU06211				
4567_gene	4567	3201033	3201237	.	+	0	1.0755588045228	1.18002477891077E-05	0.0002049474968951	NCU00260T0	NCU00260	MA0362.1	RDS2	5295.0	1.83336
4093_gene	4093	1507667	1507804	.	+	0	1.12032046881078	0.0001976247622836	0.0021983361608608	NCU06467T1	NCU06467				
4247_gene	4247	2100311	2100407	.	+	0	1.39176852682652	1.1351734855892E-07	3.80872818184378E-06	NCU06259T0	NCU06259	MA0362.1	RDS2	4975.0	1.25783
3903_gene	3903	555279	555372	.	+	0	5.66100397132383	0.0016887181422998	0.012612377353829	NCU05699T0	NCU05699				
4387_gene	4387	2641531	2642294	.	-	2	2.34593796370078	1.83257827241005E-10	1.25416317000566E-08	NCU00106T0	NCU00106	MA0362.1	RDS2	5115.0	1.22058
4213_gene	4213	1981896	1983887	.	+	0	1.10716328677145	0.0002187455268253	0.0023920807134529	NCU06230T0	NCU06230				
4699_gene	4699	3648569	3650088	.	-	2	1.73231015790637	0.0002376455386613	0.002555493232598	NCU11180T0	NCU11180				
4871_gene	4871	4174048	4175260	.	-	1	1.48021332253426	0.0016391330214906	0.0123378961599774	NCU08998T0	NCU08998				
4383_gene	4383	2630989	2631063	.	+	0	1.06834949567074	0.0019756396172984	0.0143071196952786	NCU00102T0	NCU00102				
4254_gene	4254	2121059	2122762	.	-	0	1.16036360133775	3.19841940914668E-05	0.000481113044747	NCU06265T0	NCU06265				
4872_gene	4872	4174048	4175260	.	-	1	1.51428804611087	0.0050286992443436	0.0302835536078361	NCU08998T1	NCU08998				
6062_gene	6062	3319591	3320125	.	+	0	1.09128818427792	0.0011055958586195	0.0090461026151815	NCU04450T0	NCU04450	MA0416.1	YAP3	6790.0	2.29641
5725_gene	5725	2202468	2202941	.	-	0	1.19863432906511	0.0053458602262847	0.0318536817123944	NCU07694T0	NCU07694	MA0362.1	RDS2	6453.0	1.44213
6740_gene	6740	5787282	5787468	.	+	0	1.72023176059543	3.53144988239174E-08	1.3668165949302E-06	NCU05198T0	NCU05198	MA0416.1	YAP3	7468.0	3.33727
5246_gene	5246	245404	245618	.	-	2	1.84877972424688	6.903421262714E-05	0.0009181461432289	NCU07609T0	NCU07609	MA0362.1	RDS2	5974.0	2.71158
5240_gene	5240	221619	221709	.	+	0	1.42118798449653	1.31012491129842E-06	3.32649406225009E-05	NCU16725T0	NCU16725				
6383_gene	6383	4445134	4445371	.	-	1	1.47436854056261	5.10457261391591E-06	9.89693309422271E-05	NCU07305T0	NCU07305	MA0418.1	YAP6	7111.0	9.42564
6274_gene	6274	4013118	4013183	.	-	0	1.90809336375156	1.88477793836842E-10	1.28140100099337E-08	NCU08045T0	NCU08045	MA0362.1	RDS2	7002.0	1.39843
6437_gene	6437	4612901	4614401	.	+	0	8.50041601605853	0.0001159419171104	0.0014013377443504	NCU07255T1	NCU07255	MA0362.1	RDS2	7164.0	1.2501
5181_gene	5181	32274	32608	.	+	0	25.1129819869063	3.35938559675805E-09	1.68523741538338E-07	NCU10572T0	NCU10572	MA0362.1	RDS2	5909.0	1.18139
5461_gene	5461	1260122	1260416	.	-	1	1.70174718019461	3.0691212956429E-14	4.17319729857549E-12	NCU07947T0	NCU07947				
5358_gene	5358	699366	700415	.	-	0	1.12876238281717	5.70952643101741E-07	1.61208322781787E-05	NCU04908T0	NCU04908				
6563_gene	6563	5107445	5109679	.	-	0	1.083835352441	0.0001527395559368	0.0017815017731957	NCU08826T0	NCU08826				
5937_gene	5937	2926010	2927176	.	+	0	2.83254987075504	9.23820089055137E-06	0.000164883537138	NCU06320T1	NCU06320				
5948_gene	5948	2956868	2957155	.	-	0	2.35722271198261	7.34868352444129E-16	1.22485960550929E-13	NCU06311T0	NCU06311				
5770_gene	5770	2332456	2333093	.	-	2	1.53590369504394	0.0008511185503358	0.0073234463773276	NCU07661T0	NCU07661	MA0362.1	RDS2	6498.0	1.95856
6363_gene	6363	4383069	4384210	.	-	2	1.00185825015656	6.39386237331116E-05	0.0008637146897489	NCU07318T0	NCU07318				
6628_gene	6628	5420264	5421189	.	-	2	2.00943620995809	5.89809357384395E-09	2.82180087926405E-07	NCU05298T0	NCU05298	MA0416.1	YAP3	7356.0	1.59571
5490_gene	5490	1331472	1332298	.	+	0	1.40390548239915	0.0003186272354817	0.0032828453155216	NCU07925T0	NCU07925	MA0362.1	RDS2	6217.0	2.26872
6535_gene	6535	5001841	5001899	.	+	0	1.58941940314956	0.0009729423156628	0.0081280403314952	NCU07042T0	NCU07042				
5691_gene	5691	2084427	2084548	.	+	0	1.2497206482794	1.09309101907958E-05	0.0001914576710367	NCU07723T0	NCU07723	MA0362.1	RDS2	6419.0	1.27846
6100_gene	6100	3446966	3447244	.	-	0	1.60532745348193	3.41724530951306E-10	2.17986500175975E-08	NCU04415T1	NCU04415				
5644_gene	5644	1843621	1843920	.	+	0	1.52000961964998	3.41873869381857E-07	1.0270129552884E-05	NCU06625T0	NCU06625				
6427_gene	6427	4583257	4583930	.	-	2	1.59399360843375	1.74522533022651E-05	0.0002894889014857	NCU07263T0	NCU07263				
6178_gene	6178	3692364	3692454	.	-	1	1.42068530113315	7.74790150916058E-05	0.0010058644999455	NCU16822T0	NCU16822				
5669_gene	5669	1981338	1981419	.	+	0	1.32802633071108	0.000232250851183	0.002510544242809	NCU09735T0	NCU09735				
6303_gene	6303	4140847	4140909	.	+	0	1.01168994712775	1.61269361156873E-08	6.86955735370209E-07	NCU08676T0	NCU08676				
6622_gene	6622	5404265	5404820	.	-	1	1.89457447018656	3.75413625703012E-06	7.6797303432581E-05	NCU05303T0	NCU05303	MA0362.1	RDS2	7350.0	1.61389
6244_gene	6244	3926882	3927089	.	-	1	1.11632802075306	9.48303676370158E-07	2.50633508736809E-05	NCU08018T1	NCU08018	MA0362.1	RDS2	6972.0	1.07369
6245_gene	6245	3926882	3927089	.	-	1	1.56232817889198	2.7561935500432E-09	1.41002495773002E-07	NCU08018T0	NCU08018	MA0362.1	RDS2	6972.0	1.07369
5243_gene	5243	240270	240548	.	+	0	2.09617834898619	6.24507836736971E-06	0.0001167027845359	NCU07607T0	NCU07607				
5621_gene	5621	1774133	1774213	.	+	0	1.47105979398861	5.49769582296318E-11	4.47347942003949E-09	NCU06603T0	NCU06603				
5918_gene	5918	2869268	2871361	.	-	0	1.49091399691772	1.24796077058994E-09	7.1646814462647E-08	NCU06337T0	NCU06337	MA0362.1	RDS2	6646.0	1.41743
6538_gene	6538	5011718	5011860	.	+	0	2.62122495949802	9.47251143207939E-30	6.11805832119428E-27	NCU07046T0	NCU07046				
5619_gene	5619	1766099	1766283	.	+	0	1.06859236204204	7.36095545309479E-07	2.00179246453373E-05	NCU06601T0	NCU06601				
6099_gene	6099	3446966	3447244	.	-	0	1.47871332549745	3.17683526515978E-09	1.60381807707045E-07	NCU04415T0	NCU04415				
6019_gene	6019	3197563	3197756	.	-	2	1.35336851090025	0.0056088671493227	0.033026799499203	NCU16807T0	NCU16807				
6564_gene	6564	5110459	5110534	.	+	0	6.18942655635953	0.0008170182412934	0.0071009810811829	NCU16877T0	NCU16877	MA0362.1	RDS2	7292.0	2.87389
5357_gene	5357	698369	698977	.	-	0	1.60148587885627	0.0029816107447795	0.0199172368691353	NCU16742T0	NCU16742	MA0362.1	RDS2	6085.0	1.68339
6562_gene	6562	5105431	5105839	.	+	0	1.18542494041258	0.0030019032048891	0.020001075254239	NCU08827T0	NCU08827	MA0362.1	RDS2	7289.0	1.22905
6186_gene	6186	3715206	3715600	.	+	0	1.32756351448079	9.43916231179121E-05	0.0011837900889569	NCU04342T0	NCU04342	MA0362.1	RDS2	6914.0	1.51694
6146_gene	6146	3578951	3579394	.	+	0	1.43084432775983	2.25760102941174E-15	3.64532016217826E-13	NCU10762T0	NCU10762				
6646_gene	6646	5486613	5486899	.	-	2	1.22937324556387	1.04489218498639E-07	3.54030027529488E-06	NCU05279T0	NCU05279				
5864_gene	5864	2694657	2694859	.	-	2	1.58711372796852	6.10567165202246E-10	3.66837272395349E-08	NCU06384T0	NCU06384				
6516_gene	6516	4941065	4941172	.	+	0	2.34270622397117	0.0072799217708469	0.0405119610015789	NCU07022T0	NCU07022	MA0362.1	RDS2	7244.0	2.78718
6498_gene	6498	4871221	4871801	.	-	2	1.10541590588528	0.0017870021127849	0.0132189547841941	NCU07007T0	NCU07007	MA0362.1	RDS2	7226.0	1.35339
6560_gene	6560	5100948	5101823	.	-	0	1.40690703425728	0.0005950435666962	0.0054659379717684	NCU08828T0	NCU08828	MA0362.1	RDS2	7288.0	1.13059
5399_gene	5399	813616	814952	.	-	2	2.05731945005531	2.45191537571679E-13	2.94628994100666E-11	NCU04942T0	NCU04942				
6347_gene	6347	4343861	4344115	.	+	0	1.26769375011948	0.0001268680738407	0.001513226632468	NCU07332T0	NCU07332				
6432_gene	6432	4598932	4598966	.	+	0	1.14120406626765	5.78363769042255E-05	0.0007937332256683	NCU07258T0	NCU07258				
6069_gene	6069	3345366	3345877	.	+	0	1.48862280310269	4.57518316950626E-11	3.76339996051361E-09	NCU04443T0	NCU04443	MA0418.1	YAP6	6797.0	63.6393
6290_gene	6290	4100317	4100832	.	-	0	2.08196269167851	2.12566904482463E-05	0.0003416277435337	NCU08686T0	NCU08686				
5616_gene	5616	1756527	1756660	.	-	2	1.11833406471052	0.0069706036568733	0.0391490316250705	NCU06597T0	NCU06597				
5615_gene	5615	1753533	1754247	.	-	1	1.7750880428656	8.41607543340271E-13	9.35179822890147E-11	NCU06596T0	NCU06596	MA0362.1	RDS2	6343.0	1.43158
6741_gene	6741	5790091	5790758	.	+	0	1.28089952640559	0.0021592574771126	0.0153570314992993	NCU05197T0	NCU05197				
5921_gene	5921	2877758	2878848	.	-	2	1.07691604246727	0.005801674203637	0.0339301082175353	NCU06334T1	NCU06334				
5893_gene	5893	2789823	2789874	.	+	0	1.27199988636345	2.18966935525484E-06	5.08495350948395E-05	NCU06361T1	NCU06361	MA0418.1	YAP6	6620.0	5.07929
5801_gene	5801	2477579	2477666	.	-	1	1.05474389953105	1.06098369689479E-08	4.76704587987425E-07	NCU08303T0	NCU08303				
5375_gene	5375	747435	748430	.	-	0	1.59678985086313	2.2310625734779E-09	1.15858294644827E-07	NCU04923T0	NCU04923	MA0362.1	RDS2	6103.0	2.5786
5958_gene	5958	2988506	2989012	.	+	0	1.55122617129668	8.84496974089693E-08	3.06724554706137E-06	NCU06301T0	NCU06301				
5938_gene	5938	2926010	2927176	.	+	0	2.95344132023773	3.52386508118882E-06	7.34185922358978E-05	NCU06320T2	NCU06320				
6598_gene	6598	5279590	5281914	.	+	0	1.32028061587239	0.0081230475821557	0.0438952700762963	NCU09923T0	NCU09923				
5678_gene	5678	2014827	2016462	.	-	1	1.08771548324384	2.28314193686919E-07	7.19328926085556E-06	NCU09727T0	NCU09727				
6209_gene	6209	3818429	3818557	.	-	0	1.67968341531973	1.52279245238026E-08	6.61367920993854E-07	NCU07987T0	NCU07987				
6630_gene	6630	5428962	5428986	.	+	0	1.08817880565592	0.0003064220108899	0.0031760933405579	NCU05295T0	NCU05295	MA0362.1	RDS2	7358.0	1.99041
6279_gene	6279	4067759	4067843	.	-	1	1.56236348366737	6.62286853665288E-09	3.12514718985255E-07	NCU08694T0	NCU08694				
6403_gene	6403	4512694	4513074	.	+	0	1.04710871641654	0.0015819609194299	0.012023481932495	NCU07288T1	NCU07288	MA0362.1	RDS2	7131.0	2.04854
6028_gene	6028	3216773	3217043	.	+	0	1.85545598121254	7.98772325686888E-15	1.16260749488004E-12	NCU04481T0	NCU04481	MA0362.1	RDS2	6756.0	2.5108
5929_gene	5929	2905273	2905453	.	+	0	1.37456655286985	0.0006026269349495	0.0055159847172444	NCU06327T0	NCU06327				
5518_gene	5518	1412641	1412684	.	-	2	1.01083534393804	0.0030895025878506	0.0203485785486606	NCU07898T0	NCU07898	MA0362.1	RDS2	6246.0	2.89139
6339_gene	6339	4311321	4312188	.	-	1	1.5335228233012	0.0004765363203616	0.004561847201264	NCU07340T0	NCU07340	MA0362.1	RDS2	7067.0	1.27345
6368_gene	6368	4397286	4397302	.	+	0	11.3299280390697	4.45471017315135E-09	2.18175236631972E-07	NCU07314T1	NCU07314	MA0362.1	RDS2	7096.0	1.23544
5527_gene	5527	1489046	1489965	.	-	2	6.04920150132837	0.0077292041613477	0.0421719090830873	NCU06514T0	NCU06514				
6592_gene	6592	5261954	5262467	.	-	1	2.97531398527291	0.0002389508602413	0.0025640695957457	NCU09933T0	NCU09933				
5809_gene	5809	2492697	2495204	.	-	0	1.24030683699627	8.83547350710867E-05	0.0011230723643599	NCU08298T0	NCU08298	MA0362.1	RDS2	6537.0	1.06056
6078_gene	6078	3376782	3377060	.	+	0	2.10347804234579	0.0071588008557218	0.0399670707958023	NCU04433T0	NCU04433	MA0416.1	YAP3	6806.0	3.46738
5537_gene	5537	1522835	1523629	.	-	0	1.02460823738109	0.0006252959416274	0.0056982436162068	NCU06524T0	NCU06524	MA0418.1	YAP6	6265.0	10.3906
6127_gene	6127	3513374	3514386	.	-	2	2.59600319311166	4.04961284228451E-05	0.0005877626279798	NCU04391T0	NCU04391	MA0416.1	YAP3	6855.0	6.0587
6284_gene	6284	4082594	4083432	.	-	2	1.0792585111368	0.0012777125393348	0.0100792987644931	NCU08691T0	NCU08691	MA0362.1	RDS2	7012.0	1.27866
6027_gene	6027	3213626	3214261	.	-	0	2.39652698068527	5.50593417914365E-08	2.03936644470504E-06	NCU04482T0	NCU04482				
5677_gene	5677	2010966	2011611	.	+	0	1.36614825553564	0.0005292167376098	0.0049808067089805	NCU09728T0	NCU09728	MA0416.1	YAP3	6405.0	3.41918
6705_gene	6705	5688449	5690533	.	+	0	2.74621645315753	4.0329926160896E-10	2.52587549664666E-08	NCU05226T0	NCU05226	MA0362.1	RDS2	7433.0	1.13937
