	Feature_ID	List	log2_fold_change_10m	log2_fold_change_1hr	q_value_10m	NCUT_10m	NCU_10m	motif_ID_10m	motif_ALT_ID_10m	FASTA_score_10m	PWM_score_10m	q_value_1hr	NCUT_1hr	NCU_1hr	motif_ID_1hr	motif_ALT_ID_1hr	FASTA_score_1hr	PWM_score_1hr
219	1652_gene	10m	1.23476654516276	0.983139518970132	8.45233441227423E-05	NCU07360T0	NCU07360	MA0362.1	RDS2	2380.0	2.21835							
220	912_gene	10m	1.62474049840769	1.17991659053505	0.047383869437792	NCU02718T1	NCU02718	MA0416.1	YAP3	1642.0	1.55292							
221	291_gene	10m	1.87748659263942	0.644331168020856	6.04813756861529E-22	NCU02133T0	NCU02133	MA0362.1	RDS2	1019.0	1.25448							
222	10721_gene	10m	1.46589872389308	0.768774266054655	0.0072072338613241	NCU05840T0	NCU05840	MA0362.1	RDS2	11449.0	1.17846							
223	965_gene	10m	1.00393529490745	0.870734170986553	0.0067312822727998	NCU02759T0	NCU02759	MA0362.1	RDS2	1693.0	1.03397							
224	9234_gene	10m	1.17670626009492	0.833110841877364	2.88001073540004E-07	NCU04019T0	NCU04019	MA0362.1	RDS2	9962.0	1.38047							
225	1717_gene	10m	1.13700318856236	0.0806010317852271	0.0160829100421405	NCU00968T0	NCU00968											
226	1494_gene	10m	1.19793595409461	0.699397742828221	3.06724554706137E-06	NCU08359T0	NCU08359											
227	574_gene	10m	3.14427640048032	-0.529069186450495	0.0080508411685683	NCU01880T0	NCU01880											
228	761_gene	10m	1.03520910990038	0.269043700512977	0.004923005686771	NCU02579T0	NCU02579											
229	2315_gene	10m	1.02677819658659	0.665363246626006	2.25690078364654E-06	NCU02979T0	NCU02979											
230	722_gene	10m	1.45567851974542	0.86057307668232	8.80601462942867E-05	NCU02547T0	NCU02547	MA0416.1	YAP3	1450.0	3.91529							
231	9910_gene	10m	1.05853792263149	0.32037563361877	0.0013294793621586	NCU09560T1	NCU09560	MA0418.1	YAP6	10637.0	9.34996							
232	1719_gene	10m	1.07400369218956	0.119770346630626	0.0132229755567545	NCU00968T1	NCU00968											
233	1921_gene	10m	1.07570995569603	0.609669285981181	0.002954208920228	NCU00789T0	NCU00789											
234	2628_gene	10m	7.18254452643326	0.916389432927554	0.0052147472266501	NCU08640T0	NCU08640	MA0362.1	RDS2	3356.0	1.11345							
235	1598_gene	10m	6.35292401819348	0.484342871805758	0.0091185928306492	NCU07410T0	NCU07410	MA0362.1	RDS2	2326.0	1.431							
236	10468_gene	10m	1.55040383862638	0.631415423034914	2.69071653208484E-08	NCU02252T0	NCU02252											
237	1017_gene	10m	1.11346709416361	0.108201735882185	0.0018858542253601	NCU09896T0	NCU09896											
238	342_gene	10m	1.60680797039594	-0.854610618171377	0.0106295419954907	NCU02092T0	NCU02092											
239	10363_gene	10m	1.42248869429001	1.11827946381698	0.025873559550421	NCU02338T0	NCU02338											
240	9723_gene	10m	1.20662039505828	0.288443486270832	0.0061346363995365	NCU09033T0	NCU09033	MA0362.1	RDS2	10451.0	1.13067							
241	1893_gene	10m	1.08313712469664	0.303241076292641	0.004869730020447	NCU00814T0	NCU00814	MA0362.1	RDS2	2621.0	1.33212							
242	1499_gene	10m	2.80198084491473	0.601037711575191	1.21215043372544E-16	NCU08355T0	NCU08355											
243	2409_gene	10m	1.89257332658307	0.448054500820205	4.36653692923096E-10	NCU02887T0	NCU02887											
244	1824_gene	10m	1.06676819295667	0.507625468809926	0.0011593828461937	NCU00879T0	NCU00879	MA0416.1	YAP3	2553.0	3.75013							
245	1740_gene	10m	1.39653167562099	0.544059696798966	0.0001769500086182	NCU00951T0	NCU00951	MA0362.1	RDS2	2468.0	1.50157							
246	10780_gene	10m	1.9680985201186	-0.181366623663361	5.0803701535455E-09	NCU05897T0	NCU05897											
247	9931_gene	10m	6.00971476700423	0.979471681320131	0.0188051912784639	NCU09423T0	NCU09423	MA0416.1	YAP3	10659.0	1.2648							
248	481_gene	10m	1.07205713575255	0.327671707097386	1.39998544331046E-06	NCU01964T0	NCU01964	MA0362.1	RDS2	1209.0	1.11671							
249	10716_gene	10m	1.33442130303138	-0.0203115615866271	0.0003197475316558	NCU05837T0	NCU05837	MA0362.1	RDS2	11444.0	1.13803							
250	1818_gene	10m	1.00044610204665	-0.147223383200924	0.0033575255167203	NCU00884T0	NCU00884	MA0416.1	YAP3	2546.0	1.48947							
251	932_gene	10m	1.08890856477693	0.422619049169658	0.0014772389332167	NCU02734T0	NCU02734											
252	1407_gene	10m	1.08600321503447	0.460189369236248	0.0013017629238541	NCU09111T0	NCU09111											
253	1049_gene	10m	1.44672440087793	0.086536416778013	1.16921232781002E-06	NCU09332T0	NCU09332	MA0362.1	RDS2	1777.0	1.39202							
254	140_gene	10m	1.16218670600664	0.38085406138021	3.86948341330994E-07	NCU07467T1	NCU07467											
255	10147_gene	10m	4.47388723484634	-3.06552918973305	1.94553326682648E-05	NCU06076T2	NCU06076											
256	2318_gene	10m	1.1513068609807	0.649502998955235	0.0114153002684895	NCU02977T0	NCU02977											
257	10692_gene	10m	5.68510294278704	0.115793774164679	0.010418582962441	NCU05818T0	NCU05818	MA0362.1	RDS2	11420.0	1.16844							
258	1534_gene	10m	1.34334357225923	-0.142232127361637	0.0126196476951427	NCU09196T0	NCU09196											
259	63_gene	10m	1.22093128326801	-0.00569189219704913	8.63429650145381E-05	NCU08092T0	NCU08092											
260	2158_gene	10m	1.36850717858865	0.973631469979646	7.38181540401284E-06	NCU00575T0	NCU00575	MA0362.1	RDS2	2886.0	1.91206							
261	2142_gene	10m	1.19555498460127	0.856314776447849	4.09660685334607E-08	NCU00587T1	NCU00587											
262	765_gene	10m	1.07209738307594	0.512938721398604	0.014837879004789	NCU02583T0	NCU02583											
263	716_gene	10m	1.29254413175187	0.9285781796581	0.0001920223068753	NCU02542T0	NCU02542	MA0362.1	RDS2	1445.0	1.15806							
264	1688_gene	10m	6.53695368617695	0.759278863100941	0.0200521667100735	NCU00993T0	NCU00993											
265	467_gene	10m	10.113165718886	0.312879366576748	6.48512827338504E-09	NCU01976T0	NCU01976											
266	10632_gene	10m	3.92764695351002	1.76571850434905	0.0038143855483695	NCU05766T0	NCU05766											
267	872_gene	10m	1.1684812603792	0.030306187666831	0.0032251135698827	NCU02680T1	NCU02680	MA0362.1	RDS2	1600.0	1.564							
268	1758_gene	10m	9.10914570384498	-0.353500136825881	0.0051615367049053	NCU00936T0	NCU00936	MA0362.1	RDS2	2488.0	1.42603							
269	1825_gene	10m	1.1170325548535	0.503122222407168	0.0003557440413444	NCU00879T1	NCU00879	MA0416.1	YAP3	2553.0	3.75013							
270	678_gene	10m	1.09966450730599	0.256779186795029	5.79857569456334E-06	NCU02513T0	NCU02513	MA0416.1	YAP3	1406.0	3.52273							
271	2238_gene	10m	1.13310141786374	1.0231440246569	0.0381316807510943	NCU00499T0	NCU00499											
272	466_gene	10m	10.2515276810913	0.250778764065212	3.56105381360895E-09	NCU01976T1	NCU01976											
273	10141_gene	10m	1.26229073468493	0.907504618599207	0.0035611013287856	NCU06080T0	NCU06080	MA0362.1	RDS2	10869.0	1.04846							
274	644_gene	10m	1.0025882722737	-0.294062530020002	7.38317906040584E-05	NCU02480T0	NCU02480	MA0362.1	RDS2	1371.0	1.58677							
275	1972_gene	10m	1.35038622241426	0.756533925432695	0.001523073360475	NCU00742T0	NCU00742	MA0362.1	RDS2	2700.0	1.12261							
276	781_gene	10m	1.06703551505725	0.93494138270688	0.0460121243306924	NCU02596T0	NCU02596	MA0362.1	RDS2	1509.0	1.21203							
277	10730_gene	10m	1.32915677242573	-0.0677578466853446	6.99095897728903E-05	NCU05850T0	NCU05850	MA0416.1	YAP3	11458.0	2.06747							
278	908_gene	10m	2.41294354393911	0.898870604313571	1.21745255577316E-06	NCU02712T0	NCU02712	MA0362.1	RDS2	1636.0	1.35617							
279	428_gene	10m	1.0507188690668	0.796784973439662	0.0209012373448462	NCU02011T0	NCU02011	MA0362.1	RDS2	1156.0	1.11737							
280	139_gene	10m	1.15344740982972	0.370477012025052	1.35926998294874E-06	NCU07467T0	NCU07467											
281	10620_gene	10m	6.23931092329906	1.45994793379581	0.0371221576424237	NCU05758T0	NCU05758											
282	1853_gene	10m	1.22848808494788	0.252852786783734	0.0120204383001144	NCU00853T0	NCU00853											
283	9652_gene	10m	3.38527879351256	1.03363328054279	7.54970148538101E-12	NCU12057T0	NCU12057											
284	1591_gene	10m	1.23829567975991	0.827577483173693	0.0371911011240245	NCU07415T0	NCU07415	MA0362.1	RDS2	2319.0	1.23394							
285	2188_gene	10m	1.45342225086536	0.675772726159605	1.90601493308345E-12	NCU00549T0	NCU00549											
286	2197_gene	10m	1.0542498328721	0.603803776318592	0.0009856008424906	NCU00541T1	NCU00541											
287	10203_gene	10m	1.49060788172873	0.76341040290576	0.0015756459199863	NCU06027T0	NCU06027											
288	10383_gene	10m	1.16807599716755	0.722826158833451	0.0001396749601942	NCU02322T0	NCU02322	MA0362.1	RDS2	11111.0	1.95352							
289	1144_gene	10m	1.11662644504114	0.0549039979241891	5.71717295737672E-05	NCU03108T0	NCU03108	MA0362.1	RDS2	1872.0	1.32133							
290	1807_gene	10m	1.15476163201212	0.809062830426811	5.39354362527544E-06	NCU00893T0	NCU00893											
291	2175_gene	10m	1.66128461409993	0.894652642037501	4.04584116834449E-05	NCU00559T0	NCU00559	MA0362.1	RDS2	2903.0	1.21931							
292	10307_gene	10m	1.14234933826896	0.708155973404317	1.41096217989473E-06	NCU02381T0	NCU02381											
293	163_gene	10m	1.10312858071001	0.436933460233509	4.34591292856334E-10	NCU07446T0	NCU07446											
294	1718_gene	10m	1.11320564295013	0.10255610230658	0.0117283142969796	NCU00968T2	NCU00968											
295	1693_gene	10m	1.50371399392305	-0.0069489921020671	4.07512499037664E-05	NCU00988T0	NCU00988											
296	10201_gene	10m	1.02315362706646	0.00642257252385388	0.0006550060595259	NCU06029T0	NCU06029	MA0362.1	RDS2	10929.0	1.78363							
297	1443_gene	10m	1.60988911397515	0.833211614903576	3.31525134176144E-16	NCU09138T0	NCU09138											
298	10246_gene	10m	2.00377672488926	0.536075930716036	1.15323798201626E-18	NCU02430T0	NCU02430											
299	705_gene	10m	3.06607051600981	-1.2897023745799	0.0141286857120913	NCU02535T0	NCU02535	MA0362.1	RDS2	1433.0	1.21968							
300	906_gene	10m	2.25268026000495	1.01883868349189	0.0138059447301171	NCU02710T0	NCU02710											
301	919_gene	10m	1.16304698737524	0.850845668705827	9.57035828024439E-05	NCU02723T0	NCU02723											
302	9947_gene	10m	1.70562178111773	0.323804141729376	6.59779262195436E-05	NCU09409T0	NCU09409											
303	9641_gene	10m	1.73021545155308	1.39528991981871	0.0197994786017018	NCU09293T0	NCU09293											
304	10233_gene	10m	1.45281315402054	0.88133597833405	5.70132285506975E-12	NCU02450T0	NCU02450	MA0362.1	RDS2	10962.0	1.09265							
305	9007_gene	10m	1.94661640361145	0.659874110701425	1.56495970990855E-09	NCU05519T0	NCU05519											
306	2919_gene	10m	1.28518674884235	0.245822560102467	6.39475000558808E-10	NCU03339T0	NCU03339	MA0362.1	RDS2	3648.0	2.19951							
307	289_gene	10m	1.66792446979563	-0.0766165745987196	8.96623640864193E-08	NCU02136T0	NCU02136	MA0362.1	RDS2	1017.0	1.33082							
308	3317_gene	10m	1.70095423580617	-0.538633749236404	0.0002390999302831	NCU01689T0	NCU01689											
309	8574_gene	10m	1.2229601974941	0.44088027841321	5.88085771214006E-05	NCU07120T0	NCU07120											
310	3429_gene	10m	1.31745693409883	0.648635687440396	5.26578656943819E-05	NCU01555T0	NCU01555											
311	9975_gene	10m	1.53691290925111	0.868297615005766	0.0078245393119966	NCU10020T0	NCU10020	MA0362.1	RDS2	10703.0	1.24083							
312	3620_gene	10m	6.57799269207232	-0.876975266599867	0.0008818690523504	NCU08747T0	NCU08747	MA0362.1	RDS2	4348.0	1.20248							
313	10314_gene	10m	1.40314729445506	0.978398129344714	6.36419917619698E-05	NCU02376T0	NCU02376											
314	10480_gene	10m	1.67612980125518	-0.460680101419443	0.0100457440113419	NCU02240T0	NCU02240											
315	10423_gene	10m	1.09298574152806	0.738214673553795	0.0009430478114315	NCU10775T1	NCU10775											
316	2043_gene	10m	1.1005935251187	0.527977972335457	4.35655357430703E-05	NCU00677T0	NCU00677											
317	3514_gene	10m	1.52279079089447	0.366542231980667	1.48230012281593E-14	NCU08515T0	NCU08515	MA0362.1	RDS2	4242.0	1.0209							
318	2319_gene	10m	1.1399430609626	0.357479710768553	0.0473128373795332	NCU02976T0	NCU02976	MA0362.1	RDS2	3047.0	1.16364							
319	3492_gene	10m	3.01379583536219	1.03372825004099	0.0048384721165911	NCU01493T0	NCU01493											
320	2808_gene	10m	7.1531425782248	-0.200490449907202	2.6482442502016E-05	NCU10684T0	NCU10684											
321	2665_gene	10m	1.22311686778595	0.226422045573591	0.0083725453966239	NCU09600T0	NCU09600	MA0362.1	RDS2	3393.0	2.39339							
322	10333_gene	10m	1.85507608921973	0.960985880164077	2.1227561512685E-12	NCU02358T0	NCU02358	MA0362.1	RDS2	11061.0	1.37899							
323	1894_gene	10m	1.0174968908519	-0.761721233695135	6.35364720603068E-05	NCU00813T0	NCU00813											
324	10693_gene	10m	1.41578303705195	0.750166911374868	0.0461976597422072	NCU05819T0	NCU05819											
325	3009_gene	10m	1.46644226272095	0.299038885752993	0.0103400104093898	NCU05427T0	NCU05427	MA0362.1	RDS2	3737.0	1.18993							
326	1592_gene	10m	1.02335777714688	0.58719824917576	1.64967317614442E-05	NCU07414T0	NCU07414	MA0362.1	RDS2	2320.0	1.04915							
327	9143_gene	10m	1.357127577819	0.34841714193731	0.0299376751533123	NCU03929T0	NCU03929	MA0362.1	RDS2	9871.0	1.13765							
328	3196_gene	10m	1.19893858599693	0.528106688543825	2.34911422933374E-06	NCU01816T0	NCU01816	MA0362.1	RDS2	3924.0	1.13339							
329	1873_gene	10m	1.06938571729807	-0.800924179876419	0.0124188907584215	NCU00836T0	NCU00836	MA0362.1	RDS2	2601.0	1.43068							
330	8780_gene	10m	1.10818780795587	0.374325497483682	0.0020755007002563	NCU04800T0	NCU04800											
331	1149_gene	10m	1.26462665255609	0.491329555063914	0.0052850537397625	NCU03112T0	NCU03112	MA0362.1	RDS2	1877.0	1.0575							
332	3010_gene	10m	1.79844283824365	0.59351476785476	1.1909831750686E-08	NCU05429T0	NCU05429											
333	2817_gene	10m	1.67065979917579	0.72440932671955	0.0028541598739214	NCU03441T0	NCU03441											
334	3656_gene	10m	1.01502577872274	-0.316658918589867	0.0132839664429124	NCU08428T0	NCU08428											
335	10094_gene	10m	1.08139987456542	0.999808309688202	0.0201546922711616	NCU06125T0	NCU06125											
336	2004_gene	10m	1.06601249236924	-0.34523157172809	0.0048302870985644	NCU00714T0	NCU00714											
337	10675_gene	10m	1.38777819180288	0.876962017224567	0.0041887553218334	NCU05801T0	NCU05801											
338	3674_gene	10m	1.38758033645226	0.556206607715656	5.2093276083624E-05	NCU09336T0	NCU09336	MA0362.1	RDS2	4402.0	1.24663							
339	2910_gene	10m	1.78829591659567	0.906075018295382	0.01209888200802	NCU03347T0	NCU03347	MA0362.1	RDS2	3638.0	1.86966							
340	3329_gene	10m	21.4787144508611	1.36970196109683	1.14967982489221E-28	NCU01678T1	NCU01678	MA0362.1	RDS2	4057.0	1.45119							
341	3339_gene	10m	1.38449184215377	0.361810382142136	0.0005931294257392	NCU01666T0	NCU01666	MA0362.1	RDS2	4067.0	1.07644							
342	2690_gene	10m	2.80685117125748	0.816038917704118	0.0001947392555179	NCU03566T1	NCU03566	MA0362.1	RDS2	3419.0	1.09286							
343	3253_gene	10m	1.49656517508867	-0.182621064302722	3.33132096310774E-09	NCU01768T0	NCU01768											
344	8770_gene	10m	1.74787391217204	0.324124472026946	1.7103965935757E-08	NCU04791T1	NCU04791	MA0416.1	YAP3	9498.0	3.73912							
345	9454_gene	10m	1.439037906293	0.0907720845263053	0.0035345391145439	NCU05151T0	NCU05151	MA0362.1	RDS2	10182.0	1.26868							
346	3226_gene	10m	1.28079601398663	-0.680513554490145	3.40168288108005E-07	NCU01792T0	NCU01792											
347	3722_gene	10m	22.2194469752286	0.00849620751918672	5.4153577993117E-06	NCU09760T1	NCU09760	MA0416.1	YAP3	4450.0	1.27124							
348	2920_gene	10m	1.29024653972972	0.260327755187336	6.33419075585875E-10	NCU03339T1	NCU03339	MA0362.1	RDS2	3648.0	2.19951							
349	1167_gene	10m	1.10985916643326	-0.0832970727118366	0.0025640695957457	NCU03125T0	NCU03125	MA0362.1	RDS2	1895.0	1.31406							
350	2957_gene	10m	1.31219511373834	0.456595310916978	7.54028807754787E-08	NCU05360T0	NCU05360											
351	3662_gene	10m	1.10389292154088	0.319689130362983	0.0010270177731975	NCU08435T0	NCU08435											
352	2100_gene	10m	1.08170836365642	0.299440755640869	1.20818435217364E-06	NCU00627T0	NCU00627											
353	302_gene	10m	2.62004340231454	0.304670496745056	4.13033890071371E-11	NCU02124T1	NCU02124	MA0362.1	RDS2	1031.0	1.93205							
354	1949_gene	10m	1.11858139946762	0.00123886714472989	0.0025002653331814	NCU00762T0	NCU00762											
355	183_gene	10m	1.23333034571519	0.564975880824591	0.0011943219688335	NCU10007T0	NCU10007	MA0362.1	RDS2	912.0	1.40787							
356	528_gene	10m	7.20308634905371	3.83302100236829	0.0022978054106619	NCU16346T0	NCU16346	MA0362.1	RDS2	1256.0	1.17338							
357	429_gene	10m	1.22726071812075	-0.225374493408302	1.17051191443158E-05	NCU02010T0	NCU02010	MA0362.1	RDS2	1157.0	1.77254							
358	1882_gene	10m	1.02522559070631	0.634622742507272	7.45953288167766E-05	NCU00828T0	NCU00828	MA0362.1	RDS2	2610.0	1.60318							
359	1625_gene	10m	1.15746756424344	-0.155975128627779	3.05414733283907E-05	NCU07385T0	NCU07385	MA0362.1	RDS2	2353.0	1.71663							
360	10637_gene	10m	1.18985507888859	-0.0951000754148068	0.0417360052180249	NCU05771T0	NCU05771	MA0362.1	RDS2	11365.0	1.03828							
361	1889_gene	10m	1.30789270527197	0.856677233678201	0.0007502184301458	NCU00821T0	NCU00821	MA0362.1	RDS2	2617.0	1.49803							
362	1769_gene	10m	1.25927542013732	0.757815157346763	0.0004622595390218	NCU00928T0	NCU00928	MA0416.1	YAP3	2497.0	5.51403							
363	914_gene	10m	1.1834302133195	0.326087047740736	0.0249231196113819	NCU02718T0	NCU02718	MA0416.1	YAP3	1642.0	1.55292							
364	2153_gene	10m	1.69107683386555	1.08512099974647	0.0009995995757412	NCU00579T0	NCU00579											
365	2268_gene	10m	1.22621150676492	0.962738380302245	0.0069853216344252	NCU03032T0	NCU03032											
366	10762_gene	10m	2.13325006674621	0.835985298095488	0.0203021993495388	NCU05880T0	NCU05880											
367	814_gene	10m	1.77872369112775	0.678236405131088	0.0459834148639971	NCU02625T0	NCU02625											
368	1080_gene	10m	1.09015767472863	0.537468424778479	5.60310115619489E-05	NCU09307T0	NCU09307	MA0362.1	RDS2	1808.0	1.10245							
369	9733_gene	10m	1.66649455434443	1.64000619104948	0.0483539688932354	NCU09042T0	NCU09042	MA0362.1	RDS2	10460.0	1.21729							
370	1197_gene	10m	1.10817450114063	0.210538299920463	0.0022711580841659	NCU03152T0	NCU03152											
371	3098_gene	10m	1.28915209433728	0.0188676098381486	3.68600355118582E-06	NCU06790T0	NCU06790	MA0362.1	RDS2	3826.0	1.55814							
372	10041_gene	10m	2.48072032693279	1.44589949022585	0.0106465118465546	NCU04532T0	NCU04532											
373	2926_gene	10m	1.09923035572732	0.536336475943342	0.002050138218047	NCU03336T0	NCU03336											
374	1136_gene	10m	1.74273520368841	0.434694838825297	3.86948341330994E-07	NCU03100T0	NCU03100	MA0362.1	RDS2	1864.0	1.16039							
375	3670_gene	10m	1.46501669731529	1.04438666927251	0.0092516741392739	NCU08443T0	NCU08443	MA0362.1	RDS2	4398.0	1.28825							
376	2762_gene	10m	1.02322061701432	0.854401952894168	0.0218047170817113	NCU03496T0	NCU03496	MA0416.1	YAP3	3490.0	2.00968							
377	549_gene	10m	1.10395247782307	0.228329060264889	9.575012510163E-05	NCU01901T0	NCU01901											
378	9983_gene	10m	1.73581862326359	0.0580108244578588	0.0001188110195868	NCU09723T0	NCU09723											
379	2903_gene	10m	1.59110903574602	0.180655007573218	7.4131942370691E-07	NCU03356T0	NCU03356	MA0362.1	RDS2	3631.0	1.11568							
380	3513_gene	10m	1.49453578624936	0.558896400732613	0.0003673556997236	NCU08516T0	NCU08516											
381	10151_gene	10m	2.45805221498262	-1.14845207747657	0.0467833781471379	NCU06074T0	NCU06074											
382	3011_gene	10m	1.76486789214397	0.564486260927095	4.00258660313415E-08	NCU05429T1	NCU05429											
383	1971_gene	10m	1.26724353015084	-0.347987982175686	2.87195711597554E-05	NCU00743T0	NCU00743											
384	3651_gene	10m	1.69939795282593	-0.10184167364436	0.041583212297412	NCU10245T0	NCU10245											
385	3622_gene	10m	1.96331020697087	-0.341786223367461	0.0005427190746912	NCU08749T0	NCU08749											
386	3631_gene	10m	3.1548934061723	0.0869970765785792	0.0447581355278368	NCU16587T0	NCU16587	MA0362.1	RDS2	4359.0	1.11218							
387	9674_gene	10m	5.39500482041001	-1.3126126505757	0.0378013621564169	NCU09433T0	NCU09433											
388	9725_gene	10m	1.25013253453441	0.280461071130985	0.0191658529004813	NCU09035T0	NCU09035											
389	3458_gene	10m	1.81842277571969	0.257370542226483	9.15974422041608E-08	NCU01528T0	NCU01528											
390	2633_gene	10m	1.74299533068908	0.637395943013507	2.10335102825762E-06	NCU10028T0	NCU10028	MA0362.1	RDS2	3361.0	1.01907							
391	10507_gene	10m	3.39233285786521	0.946106963593349	0.0087456956275952	NCU02215T0	NCU02215											
392	3293_gene	10m	1.43263849238732	-0.500302993858466	0.0307570791941534	NCU01728T0	NCU01728	MA0362.1	RDS2	4021.0	1.12571							
393	3084_gene	10m	1.41934802983277	0.564162555652726	0.0257885911840966	NCU06809T0	NCU06809											
394	3512_gene	10m	1.29369193697239	0.499702108790944	0.0144726387140485	NCU08517T0	NCU08517											
395	10649_gene	10m	1.77987676366311	0.822085204372338	1.10910996076502E-12	NCU05780T0	NCU05780	MA0362.1	RDS2	11377.0	1.38751							
396	6993_gene	"10m,1hr"	1.94583799539723	1.26371584975852	2.76875659020686E-10	NCU09693T0	NCU09693					0.0001086480256694	NCU09693T0	NCU09693	MA0336.1	MGA 1	457.0	4.53649
397	8631_gene	"10m,1hr"	1.76536956741084	1.42827392974051	0.0001016431912579	NCU07068T0	NCU07068					0.0024636942773809	NCU07068T0	NCU07068				
398	10463_gene	"10m,1hr"	3.11371937272902	2.22477936740119	0.0020348842213419	NCU02254T2	NCU02254					0.039088688235044	NCU02254T2	NCU02254	MA0377.1	SFL1	699.0	1.66147
399	6873_gene	"10m,1hr"	1.2701724535113	1.03918418593671	0.0043555280095104	NCU07782T1	NCU07782					0.0268244466801022	NCU07782T1	NCU07782	MA0377.1	SFL1	452.0	24.1634
400	7549_gene	"10m,1hr"	1.23200976640499	1.78052920023104	0.0112991976322052	NCU01132T0	NCU01132	MA0362.1	RDS2	8277.0	1.43856	7.85263027442087E-05	NCU01132T0	NCU01132	MA0377.1	SFL1	514.0	29.1594
401	7984_gene	"10m,1hr"	2.20985965514803	1.40160938035466	1.55199067056651E-08	NCU09532T0	NCU09532	MA0416.1	YAP3	8712.0	3.34663	0.0005385898357887	NCU09532T0	NCU09532				
402	7754_gene	"10m,1hr"	1.69850897065455	1.27875531721082	0.000253721980038	NCU01324T0	NCU01324					0.0093002236119113	NCU01324T0	NCU01324	MA0377.1	SFL1	528.0	1.41679
403	10331_gene	"10m,1hr"	1.52695600892497	1.19008106847265	2.72163248587697E-07	NCU02360T0	NCU02360					0.0001050715665546	NCU02360T0	NCU02360				
404	10464_gene	"10m,1hr"	3.23607077614682	2.27086735031274	0.0009587044804136	NCU02254T0	NCU02254					0.0294552046601272	NCU02254T0	NCU02254	MA0377.1	SFL1	699.0	1.66147
405	8476_gene	"10m,1hr"	2.13126539227151	2.8401368225139	0.0003759230682621	NCU07205T0	NCU07205					8.29976924491835E-07	NCU07205T0	NCU07205				
406	8292_gene	"10m,1hr"	1.59497619464063	1.0333628057193	4.8368578122141E-08	NCU04295T0	NCU04295					0.0008021509801007	NCU04295T0	NCU04295	MA0377.1	SFL1	573.0	3.03325
407	7217_gene	"10m,1hr"	1.22731554834626	1.41079615128933	0.0059102176827369	NCU03647T0	NCU03647	MA0416.1	YAP3	7945.0	1.32864	0.0011523964165134	NCU03647T0	NCU03647	MA0336.1	MGA 1	478.0	5.73757
408	8249_gene	"10m,1hr"	1.60269280681287	2.19560145559314	7.38586519386512E-08	NCU04259T0	NCU04259	MA0362.1	RDS2	8977.0	1.62618	2.01876341457225E-14	NCU04259T0	NCU04259	MA0336.1	MGA 1	570.0	1.09023
409	9446_gene	"10m,1hr"	1.20424646734442	1.17671227540499	0.0044608916265373	NCU05157T0	NCU05157					0.0053856799122929	NCU05157T0	NCU05157				
410	10717_gene	"10m,1hr"	1.88742322373287	3.74532266908765	3.45966529227217E-05	NCU05838T0	NCU05838	MA0362.1	RDS2	11445.0	1.04485	3.15802606508395E-19	NCU05838T0	NCU05838				
411	9017_gene	"10m,1hr"	1.80358235624493	2.00423677722467	1.90973458130415E-05	NCU05511T0	NCU05511	MA0416.1	YAP3	9745.0	1.45296	1.30322520237708E-06	NCU05511T0	NCU05511				
412	10164_gene	"10m,1hr"	1.10200525021564	1.62569201066764	0.0403790272955151	NCU06063T0	NCU06063					0.0011266743208238	NCU06063T0	NCU06063	MA0356.1	PHO2	677.0	1.19712
413	9461_gene	"10m,1hr"	1.15023493842129	1.96704511336856	0.0099644395333269	NCU05143T0	NCU05143	MA0362.1	RDS2	10189.0	1.37335	8.61490564611851E-07	NCU05143T0	NCU05143				
414	8582_gene	"10m,1hr"	1.01445745865067	1.4378122892409	0.0213551482588903	NCU07112T0	NCU07112					0.0004665526792095	NCU07112T0	NCU07112				
415	9742_gene	"10m,1hr"	1.28285867495204	1.94528311141869	6.93964330446419E-05	NCU11395T0	NCU11395	MA0362.1	RDS2	10470.0	2.40194	1.39859846371304E-10	NCU11395T0	NCU11395	MA0929.1	NCU00019	658.0	4.24751
416	9069_gene	"10m,1hr"	2.33984116738312	1.61754258991421	5.64163652011765E-12	NCU03857T2	NCU03857	MA0362.1	RDS2	9797.0	1.07322	5.42073911509555E-06	NCU03857T2	NCU03857	MA0336.1	MGA 1	621.0	2.3118
417	8981_gene	"10m,1hr"	1.57739670753868	1.0460927653986	6.35364720603068E-05	NCU05541T0	NCU05541					0.0140526631408787	NCU05541T0	NCU05541				
418	9651_gene	"10m,1hr"	1.20478384818014	1.31957202392436	0.0083345305725809	NCU12058T0	NCU12058	MA0362.1	RDS2	10379.0	1.28706	0.0035602438011939	NCU12058T0	NCU12058	MA0336.1	MGA 1	649.0	1.26156
419	9730_gene	"10m,1hr"	1.58152924418611	1.46724225527571	6.35364720603068E-05	NCU09040T0	NCU09040	MA0362.1	RDS2	10458.0	2.38273	0.0002318661663509	NCU09040T0	NCU09040	MA0336.1	MGA 1	654.0	18.7732
420	8583_gene	"10m,1hr"	1.58015909673074	2.48238357512222	1.11933997463562E-05	NCU07111T0	NCU07111	MA0362.1	RDS2	9311.0	1.22256	5.43300997520534E-13	NCU07111T0	NCU07111	MA0336.1	MGA 1	584.0	1.13368
421	10195_gene	"10m,1hr"	1.45335306852093	1.2025802874225	1.45759418828725E-05	NCU06034T0	NCU06034	MA0416.1	YAP3	10923.0	1.14657	0.0004732091583313	NCU06034T0	NCU06034	MA0336.1	MGA 1	680.0	1.0899
